userinputid	inputvalue	assessmentvalue	repetitions	inputtimestamp	presentationtimestamp	startplaytimestamp	stopplaytimestamp	comment	status	itemid	url	label	options	expected	userid	initials	email	sex	accent	accentcity	firstlanguage	spokendialect	hearing	profession	education	parentslanguage	sessionid	participantage	environment	equipment	device	browser	startdate	enddate	residence	campaign	sectionid	position	ordering	active	scriptid	experiment	projectname	adminid	musicalinstrument	handedness	speechrate	ipaddress	foreignlanguages	fatherscity	motherscity	birthcity	proficiency	frequency	birthyear	birthmonth	hostname	username
2291995	տխրություն		1	1588267854145	1588267846004	1588267846959	1588267848229	null	done	2287582	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_sawet_F_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291963	null	NA	F	undefined	undefined	հայերեն	undefined	normal	undefined	undefined	null	2291964	33	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հսյաստան		2287310	62	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	---	null	null	անգլերեն	null	null	null	null	null	0	0	null	null
2291996	չեզոք		1	1588267857630	1588267854421	1588267855371	1588267856544	null	done	2287529	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_nemmok_F.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291963	null	NA	F	undefined	undefined	հայերեն	undefined	normal	undefined	undefined	null	2291964	33	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հսյաստան		2287310	180	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	---	null	null	անգլերեն	null	null	null	null	null	0	0	null	null
2291997	վախ		1	1588267861590	1588267858100	1588267859005	1588267860469	null	done	2287569	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_A_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291963	null	NA	F	undefined	undefined	հայերեն	undefined	normal	undefined	undefined	null	2291964	33	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հսյաստան		2287310	114	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	---	null	null	անգլերեն	null	null	null	null	null	0	0	null	null
2291998	ուրախություն		1	1588267866043	1588267861995	1588267862929	1588267864222	null	done	2287551	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_s_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291963	null	NA	F	undefined	undefined	հայերեն	undefined	normal	undefined	undefined	null	2291964	33	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հսյաստան		2287310	124	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	---	null	null	անգլերեն	null	null	null	null	null	0	0	null	null
2291999	զզվանք		1	1588267870918	1588267866603	1588267867487	1588267869383	null	done	2287539	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_E.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291963	null	NA	F	undefined	undefined	հայերեն	undefined	normal	undefined	undefined	null	2291964	33	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հսյաստան		2287310	75	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	---	null	null	անգլերեն	null	null	null	null	null	0	0	null	null
2292000	զայրույթ		1	1588267874531	1588267871217	1588267872190	1588267873736	null	done	2287567	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_sawet_W_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291963	null	NA	F	undefined	undefined	հայերեն	undefined	normal	undefined	undefined	null	2291964	33	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հսյաստան		2287310	63	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	---	null	null	անգլերեն	null	null	null	null	null	0	0	null	null
2292001	տխրություն		1	1588267881910	1588267874778	1588267875723	1588267876981	null	done	2287513	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_tapik_T.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291963	null	NA	F	undefined	undefined	հայերեն	undefined	normal	undefined	undefined	null	2291964	33	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հսյաստան		2287310	69	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	---	null	null	անգլերեն	null	null	null	null	null	0	0	null	null
2292002	տխրություն		1	1588267886511	1588267882313	1588267883231	1588267884192	null	done	2287452	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_sawet_A_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291963	null	NA	F	undefined	undefined	հայերեն	undefined	normal	undefined	undefined	null	2291964	33	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հսյաստան		2287310	67	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	---	null	null	անգլերեն	null	null	null	null	null	0	0	null	null
2292003	տխրություն		1	1588267891472	1588267886790	1588267887758	1588267888971	null	done	2287461	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_sawet_T_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291963	null	NA	F	undefined	undefined	հայերեն	undefined	normal	undefined	undefined	null	2291964	33	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հսյաստան		2287310	69	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	---	null	null	անգլերեն	null	null	null	null	null	0	0	null	null
2291625	վախ		1	1588252909087	1588252902216	1588252903305	1588252904752	null	done	2287526	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_A.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	101	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291626	չեզոք		1	1588252914870	1588252909429	1588252912553	1588252913563	null	done	2287491	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_T_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	54	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291627	ուրախություն		1	1588252920580	1588252915136	1588252916253	1588252917914	null	done	2287539	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_E.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	75	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291570	որոշ չափով հեշտ հարմարվող/հետաքրքրասեր		0	1588252740762	1588252722589	0	0	null	done	2287443	null	null	{"type" : "SEMANTICS", "label" : "Ինչպե՞ս եք վերաբերվում փոփոխություններին։", "levels" : 5, "values" : [["զգուշավոր/փոփոխամերժ", "հեշտ հարմարվող/հետաքրքրասեր", "openness"]]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287308	2	sequential	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291573	պարտաճանաչ/կազմակերպված		0	1588252757808	1588252740983	0	0	null	done	2287441	null	null	{"type" : "SEMANTICS", "label" : "Պարտականությունները կատարելիս հիմնականում միտված եք լինելու․․․", "levels" : 5, "values" : [["անհոգ/ոչ հետևողական", "պարտաճանաչ/կազմակերպված", "conscientiousness"]]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287308	3	sequential	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291576	որոշ չափով շփվող/աշխույժ		0	1588252768494	1588252758008	0	0	null	done	2287440	null	null	{"type" : "SEMANTICS", "label" : "Համարում եք Ձեզ ավելի շփվո՞ղ, թե՞ ինքնամփոփ մարդ։", "levels" : 5, "values" : [["ինքնամփոփ/զուսպ", "շփվող/աշխույժ", "extraversion"]]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287308	4	sequential	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291686	վախ		3	1588253084868	1588253075490	1588253076397	1588253083036	null	done	2287497	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_nemmok_A.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	179	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291688	վախ		3	1588253095353	1588253086134	1588253087196	1588253094172	null	done	2287451	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_A_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	97	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291689	չեզոք		2	1588253100400	1588253095626	1588253096565	1588253099634	null	done	2287454	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/M_tapik_A_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	112	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291691	զայրույթ		2	1588253106820	1588253100785	1588253101800	1588253106289	null	done	2287538	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_W.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	10	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291693	չեզոք		1	1588253110083	1588253107126	1588253108213	1588253109140	null	done	2287458	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_s_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	15	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291695	չեզոք		2	1588253115926	1588253110529	1588253111437	1588253112763	null	done	2287525	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_nemmok_s.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	196	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291696	ծափահարություն		2	1588253122231	1588253116329	1588253117606	1588253121691	null	done	2287541	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_F.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	105	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291699	տխրություն		2	1588253128469	1588253122607	1588253123597	1588253128055	null	done	2287547	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_T_pitch.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	128	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291700	վախ		1	1588253134919	1588253128727	1588253129665	1588253132403	null	done	2287533	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_sawet_A.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	51	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291702	զզվանք		1	1588253140538	1588253135286	1588253136201	1588253137772	null	done	2287479	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_E_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	76	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291704	չեզոք		1	1588253143748	1588253140864	1588253141776	1588253143026	null	done	2287534	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_misuk_s.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	73	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
2291705	ուրախություն		1	1588253153837	1588253147201	1588253148949	1588253149766	null	done	2287469	https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2278116/F_tapik_F_tempo.wav	null	{"type" : "BUTTONS", "label" : "Ի՞նչ է զգում անձը բառն ասելիս։ Ընտրե՛ք նշված տարբերակներից մեկը։", "values" : ["զզվանք", "ուրախություն", "տխրություն", "չեզոք", "զայրույթ", "վախ", "ծափահարություն"]}	null	2291564	null	NA	F	undefined	undefined	Հայերեն	undefined	normal	undefined	undefined	null	2291565	19	home	speakers	smartphone	webkit: true; version: 605.1.15; safari: true; ; Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	30.04.2020	30.04.2020	Հայաստան		2287310	28	random	true	WOEMOAM0	Wortwörtlich Emotion (AM)	Studentenprojekt	2278114	null	1	null	null	Անգլերեն	null	null	null	null	null	0	0	null	null
